Project Name,Queue Position,Interconnection Request Receive Date,Application Status,Study Process,Type-1,Type-2,Type-3,Fuel-1,Fuel-2,Fuel-3,MW-1,MW-2,MW-3,Net MWs to Grid,MWh-1,MWh-2,MWh-3,"Full Capacity, Partial or Energy Only (FC/P/EO)",TPD Allocation Percentage,Off-Peak Deliverability and Economic Only,TPD Allocation Group,County,State,Utility,PTO Study Region,Station or Transmission Line,Proposed On-line Date (as filed with IR),Current On-line Date,Suspension Status,Feasibility Study or Supplemental Review,System Impact Study or Phase I Cluster Study,Facilities Study (FAS) or Phase II Cluster Study,Optional Study (OS),Interconnection Agreement Status,clean substation name,Best GIS Substation Match,GIS Lat,GIS Long,STATEFP,COUNTYFP,Transmission Capacity,Permit Status,Retired Plant Inverse Distance,Future Transmission Inverse Distance,Display Name,Line_Name,Min_Dist,Cap_MW,Load_Pct,Remain_MW
EVEREST ENERGY STORAGE,1995,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,201.8,,,200.0,,,,Full Capacity,,,,kern,CA,PGAE,Kern,Kern PP 230 kV,1/1/2025,10/1/2030,,,Complete,,,,,,35.34767021258315,-118.92473656266276,6.0,29.0,2265.9563438797686,1,0.1128429703536978,0.0765346668522206,EVEREST ENERGY STORAGE : Kern PP 230 kV,SCE 220kV,0.16491861238181407,1243,77,286
ISLAY,1998,4/7/2021,ACTIVE,C14,Storage,Wind Turbine,,Battery,Wind Turbine,,756.054,1518.472,,1500.0,,,,Full Capacity,,Off-Peak Deliverability,,san luis obispo,CA,PGAE,Kern,Diablo Canyon 500 kV,4/1/2028,11/30/2030,,,Complete,,,,,,35.33823224378942,-120.68672515564478,6.0,79.0,2246.646701146531,1,0.0629411068837521,0.0139096820366422,ISLAY : Diablo Canyon 500 kV,PG&E 60kV,2.0387094941299706,28103,50,14052
SERENA STORAGE,2001,4/10/2021,ACTIVE,C14,Storage,,,Battery,,,114.264,,,110.0,,,,Full Capacity,,,,kern,CA,PGAE,Kern,Kern PP 230 kV,10/30/2025,1/30/2026,,,Complete,,,,,,35.39361685827826,-118.91971829393098,6.0,29.0,1066.1482221889678,1,0.1985269441830271,0.1093867513486511,SERENA STORAGE : Kern PP 230 kV,SCE 220kV,0.14799695581606026,715,80,143
VALLEY SUNLIGHT REFINERY,2004,4/10/2021,ACTIVE,C14,Photovoltaic,Storage,,Solar,Battery,,410.0,411.3018,,400.0,,,,Full Capacity,,Off-Peak Deliverability,,kings,CA,PGAE,Kern,Gates-Midway 230 kV Line,6/10/2025,12/30/2028,,,Complete,,,,,,36.27239615588702,-119.7343503245976,6.0,31.0,2025.0063833316049,1,0.1296650744526295,0.0644298705031665,VALLEY SUNLIGHT REFINERY : Gates-Midway 230 kV Line,PG&E 60kV,3.5702287949004057,221,41,130
CALLOWAY BESS,2006,4/12/2021,ACTIVE,C14,Storage,,,Battery,,,92.07,,,82.9,,,,Full Capacity,,,,kern,CA,PGAE,Kern,7th Standard 115 kV,6/1/2024,6/1/2024,,,Complete,,,,,,35.37007191452033,-118.94776967663174,6.0,29.0,479.459231008837,0,0.1722136538780689,0.1007698411493513,CALLOWAY BESS : 7th Standard 115 kV,PG&E 115kV,1.772445915676691,2455,50,1228
SALINAN ENERGY,2008,4/11/2021,ACTIVE,C14,Wind Turbine,Storage,,Wind Turbine,Battery,,1190.0,319.35,,1148.37,,,,Full Capacity,,Off-Peak Deliverability,,san luis obispo,CA,PGAE,Kern,Diablo-Gates 500 kV Line,4/11/2028,4/11/2028,,,Complete,,,,,,35.3170941765378,-120.6552349500514,6.0,79.0,2529.653197683812,0,0.0518477411997082,0.0141507563365417,SALINAN ENERGY : Diablo-Gates 500 kV Line,PG&E 60kV,0.2134612419389717,602,32,409
CANNAE,2010,4/6/2021,ACTIVE,C14,Photovoltaic,Storage,,Solar,Battery,,118.5,115.0,,115.0,,,,Full Capacity,,,,kern,CA,PGAE,Kern,Midway 115 kV,12/31/2024,12/31/2024,,,Complete,,,,,,35.38562391428887,-118.94822376025118,6.0,29.0,591.9960065858168,1,0.2411499817604884,0.1199199598675039,CANNAE : Midway 115 kV,PG&E 70kV,1.3372218429339282,888,60,355
SEAGLASS OFFSHORE WIND,2012,4/15/2021,ACTIVE,C14,Wind Turbine,,,Wind Turbine,,,628.65,,,606.1024,,,,Full Capacity,,Off-Peak Deliverability,,san luis obispo,CA,PGAE,Kern,Morro Bay 230 kV,3/1/2028,3/1/2028,,,Complete,,,,,,35.32740813209799,-120.67088218597698,6.0,79.0,544.5920277610189,0,0.0568544446376984,0.0140319478158956,SEAGLASS OFFSHORE WIND : Morro Bay 230 kV,PG&E 60kV,1.2139877518119453,602,32,409
ANDROMEDA,2013,4/9/2021,ACTIVE,C14,Storage,Photovoltaic,,Battery,Solar,,172.835,172.835,,160.0,,,,Full Capacity,,Off-Peak Deliverability,,tulare,CA,PGAE,Kern,Alpaugh 115 kV,12/31/2026,4/10/2029,,,Complete,,,,,,36.2482562554038,-119.22880627109755,6.0,107.0,998.6341250137878,0,0.0265279750441338,0.0239612442506004,ANDROMEDA : Alpaugh 115 kV,SCE 220kV,0.2054094374574248,1110,53,522
BRAVO WIND,2014,4/12/2021,ACTIVE,C14,Wind Turbine,,,Wind Turbine,,,1464.6,,,1400.0,,,,Full Capacity,,Off-Peak Deliverability,,san luis obispo,CA,PGAE,Kern,Diablo Canyon 500 kV,3/1/2028,4/1/2028,,,Complete,,,,,,35.36681872045361,-120.6638674894117,6.0,79.0,604.0753696892937,1,0.0570829021997546,0.0145911355587765,BRAVO WIND : Diablo Canyon 500 kV,PG&E 230kV,1.4965023671113584,15025,77,3456
CHERRY LANE HYBRID,2015,4/14/2021,ACTIVE,C14,Storage,Photovoltaic,,Battery,Solar,,310.63,310.63,,300.0,,,,Full Capacity,,Off-Peak Deliverability,,kern,CA,PGAE,Kern,Wheeler Ridge 230 kV,6/1/2025,6/1/2026,,,Complete,,,,,,35.34544034600777,-118.93944359425518,6.0,29.0,2840.3080318542834,0,0.1156364652492352,0.0784571768325537,CHERRY LANE HYBRID : Wheeler Ridge 230 kV,PG&E 115kV,0.9635266364516273,2455,50,1228
ARIELLA SOLAR,2017,4/14/2021,ACTIVE,C14,Photovoltaic,Storage,,Solar,Battery,,163.268,163.268,,160.0,,,,Full Capacity,,Off-Peak Deliverability,,tulare,CA,PGAE,Kern,Olive 115 kV,12/31/2023,6/1/2025,,,Complete,,,,,,36.25656558507021,-119.24447805355044,6.0,107.0,1236.6014052613612,0,0.0275914849782555,0.0247356249977581,ARIELLA SOLAR : Olive 115 kV,SCE 66kV,0.1583787538999962,246,74,64
HIDDEN KNOLLS BESS,2018,4/14/2021,ACTIVE,C14,Storage,,,Battery,,,30.8,,,30.0,,,,Full Capacity,,,,kern,CA,PGAE,Kern,Arco-Carneras 70 kV Line,6/1/2024,9/1/2025,,,Complete,,,,,,35.36471201967339,-118.94089161352056,6.0,29.0,1765.4035138483755,1,0.152442764149352,0.0932764572427038,HIDDEN KNOLLS BESS : Arco-Carneras 70 kV Line,PG&E 115kV,1.179701704907212,2455,50,1228
MARLEY,2031,4/1/2021,ACTIVE,C14,Storage,,,Battery,,,206.091,,,200.0,,,,Full Capacity,,,,riverside,CA,SCE,Eastern,Wildlife Substation 230 kV,11/1/2024,10/1/2027,,,Complete,,,,Wildlife,,33.810941278726766,-117.06507306262397,6.0,65.0,1125.2392537509504,0,0.0796270644330169,0.0301024115964841,MARLEY : Wildlife Substation 230 kV,SCE 500kV,1.608858901397526,4756,59,1950
TROLLEY,2032,4/1/2021,ACTIVE,C14,Storage,,,Battery,,,405.663412,,,400.0,,,,Full Capacity,,,,san bernardino,CA,SCE,Eastern,Etiwanda Substation 230 kV,6/30/2024,11/9/2030,,,Complete,,,,Etiwanda,Etiwanda,34.08917006,-117.5270465,6.0,71.0,276.57809707151523,1,4.920976102849549,0.1037379473944929,TROLLEY : Etiwanda Substation 230 kV,SCE 66kV,0.0003550108910394668,573,42,332
CARMINE,2033,4/1/2021,ACTIVE,C14,Storage,,,Battery,,,360.296,,,350.0,,,,Full Capacity,,Off-Peak Deliverability,,riverside,CA,SCE,Eastern,Colorado River Substation 230 kV,11/1/2024,10/1/2027,,,Complete,,,,Colorado River,Colorado River,33.57898011,-114.8159277,6.0,65.0,1423.04849669408,0,0.0106184422255897,,CARMINE : Colorado River Substation 230 kV,SCE 500kV,0.07347741070573015,209490,98,4190
HUB CITY ENERGY STORAGE,2034,4/3/2021,ACTIVE,C14,Storage,,,Battery,,,261.0,,,250.0,,,,Full Capacity,,,,san bernardino,CA,SCE,Eastern,Devers 220kV,6/1/2025,12/1/2025,,,Complete,,,,,,34.187116296827725,-117.35466719605672,6.0,71.0,1279.1513405788985,0,0.1201349008016526,0.0623872695340984,HUB CITY ENERGY STORAGE : Devers 220kV,SCE 115kV,1.1061459898321626,2649,57,1139
REDONDA,2036,4/5/2021,ACTIVE,C14,Photovoltaic,Storage,,Solar,Battery,,273.0212,268.7138,,250.0,,,,Full Capacity,,Off-Peak Deliverability,,riverside,CA,SCE,Eastern,Red Bluff Substation 220 kV,12/1/2024,10/10/2029,,,Complete,,,,Red Bluff,Red Bluff,40.18238662,-122.2446178,6.0,65.0,924.4254987535874,0,0.0352159668125485,,REDONDA : Red Bluff Substation 220 kV,SCE 220kV,790.3262315055138,3311,76,795
SARGASSO STORAGE,2037,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,202.8,,,200.0,,,,Full Capacity,,,,san bernardino,CA,SCE,Eastern,San Bernadino 230 kV,12/15/2024,4/15/2026,,,Complete,,,,,,34.18032718164043,-117.37131290820172,6.0,71.0,1741.0018246455982,0,0.150345251498464,0.0617986871446472,SARGASSO STORAGE : San Bernadino 230 kV,SCE 115kV,0.04540965072755995,585,42,339
ATHOS STORAGE 1,2039,4/7/2021,ACTIVE,C14,Storage,,,Battery,,,254.77,,,250.0,,,,Full Capacity,,,,riverside,CA,SCE,Eastern,Red Bluff Substation 230 kV,12/31/2023,6/1/2025,,,Complete,,,,Red Bluff,Red Bluff,40.18238662,-122.2446178,6.0,65.0,1903.0343484233904,1,0.0352159668125485,,ATHOS STORAGE 1 : Red Bluff Substation 230 kV,SCE 220kV,790.3262315055138,3311,76,795
ATHOS STORAGE 2,2041,4/7/2021,ACTIVE,C14,Storage,,,Battery,,,254.77,,,250.0,,,,Full Capacity,,,,riverside,CA,SCE,Eastern,Red Bluff Substation 230 kV,12/31/2023,6/1/2025,,,Complete,,,,Red Bluff,Red Bluff,40.18238662,-122.2446178,6.0,65.0,2891.670730473417,1,0.0352159668125485,,ATHOS STORAGE 2 : Red Bluff Substation 230 kV,SCE 220kV,790.3262315055138,3311,76,795
EASLEY,2042,4/8/2021,ACTIVE,C14,Storage,Photovoltaic,,Battery,Solar,,675.65,675.65,,650.0,,,,Full Capacity,,Off-Peak Deliverability,,riverside,CA,SCE,Eastern,Red Bluff Substation 500 kV,12/31/2024,4/1/2025,,,Complete,,,,Red Bluff,Red Bluff,40.18238662,-122.2446178,6.0,65.0,2923.42656170676,0,0.0352159668125485,,EASLEY : Red Bluff Substation 500 kV,SCE 220kV,790.3262315055138,3311,76,795
PICADOR ENERGY STORAGE,2043,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,252.0,,,250.0,,,,Full Capacity,,,,san bernardino,CA,SCE,Eastern,Etiwanda Substation 230 kV,8/1/2024,8/1/2024,,,Complete,,,,Etiwanda,Etiwanda,34.08917006,-117.5270465,6.0,71.0,1120.955017039624,0,4.920976102849549,0.1037379473944929,PICADOR ENERGY STORAGE : Etiwanda Substation 230 kV,SCE 66kV,0.0003550108910394668,573,42,332
INVICTUS,2045,4/10/2021,ACTIVE,C14,Storage,Photovoltaic,,Battery,Solar,,430.192,430.192,,300.0,,,,Full Capacity,,Off-Peak Deliverability,,riverside,CA,SCE,Eastern,Colorado River 230 kV,12/15/2025,12/15/2025,,,Complete,,,,,,33.776392376610495,-117.06846342242125,6.0,65.0,852.1224902088035,1,0.0975940723843804,0.0311072807434867,INVICTUS : Colorado River 230 kV,SCE 115kV,2.004471770706294,878,91,79
TWIN PALMS SOLAR,2048,4/8/2021,ACTIVE,C14,Storage,Photovoltaic,,Battery,Solar,,288.144,288.0,,280.0,,,,Full Capacity,,Off-Peak Deliverability,,riverside,CA,SCE,Eastern,Colorado River Substation 230 kV,10/30/2025,12/30/2026,,,Complete,,,,Colorado River,Colorado River,33.57898011,-114.8159277,6.0,65.0,1110.3587667791894,1,0.0106184422255897,,TWIN PALMS SOLAR : Colorado River Substation 230 kV,SCE 500kV,0.07347741070573015,209490,98,4190
ARDILLA,2049,4/9/2021,ACTIVE,C14,Storage,,,Battery,,,410.76,,,400.0,,,,Full Capacity,,,,riverside,CA,SCE,Eastern,Devers Substation 230kV,11/30/2025,10/10/2030,,,Complete,,,,Devers,Devers,33.93691612,-116.5773269,6.0,65.0,2541.745191780564,0,1.1957785203972957,,ARDILLA : Devers Substation 230kV,SCE 220kV,0.1027636687347591,223041,96,8922
ETERNAL 2,2050,4/13/2021,ACTIVE,C14,Storage,Storage,,Pumped-Storage hydro,Battery,,1417.0,1434.4,,1400.0,,,,Full Capacity,,Off-Peak Deliverability,,riverside,CA,SCE,Eastern,Red Bluff Substation 500 kV,12/1/2026,9/10/2029,,,Complete,,,,Red Bluff,Red Bluff,40.18238662,-122.2446178,6.0,65.0,792.5079434719435,0,0.0352159668125485,,ETERNAL 2 : Red Bluff Substation 500 kV,SCE 220kV,790.3262315055138,3311,76,795
SALVADOR,2051,4/13/2021,ACTIVE,C14,Photovoltaic,Storage,,Solar,Battery,,65.0,404.8,,400.0,,,,Full Capacity,,Off-Peak Deliverability,,riverside,CA,SCE,Eastern,MIRAGE Substation 220 kV,12/15/2025,12/15/2025,,,Complete,,,,MIRAGE,Mirage,33.81850232,-116.3701104,6.0,65.0,2089.480369421223,1,0.0766648847231767,0.1231802169010781,SALVADOR : MIRAGE Substation 220 kV,SCE 115kV,0.0016843832562322305,1060,96,42
EUISMOD,2055,4/1/2021,ACTIVE,C14,Photovoltaic,Storage,,Solar,Battery,,623.48,623.48,,600.0,,,,Full Capacity,,Off-Peak Deliverability,,kern,CA,SCE,Northern,WHIRLWIND Substation 230 kV,6/30/2024,11/9/2030,,,Complete,,,,WHIRLWIND,Whirlwind,34.85927794,-118.4352172,6.0,29.0,1686.0558141816025,1,0.0453243202783785,0.0205694842514983,EUISMOD : WHIRLWIND Substation 230 kV,TEHACHAPI RENEWABLE TRANSMISSION PROJECT,0.007989090432295719,0,56,0
QUERCUS,2056,4/1/2021,ACTIVE,C14,Storage,,,Battery,,,405.663412,,,400.0,,,,Full Capacity,,,,los angeles,CA,SCE,Northern,Pardee-Vincent No1 230kV Line,6/30/2024,8/9/2033,,,Complete,,,,,,34.07148995328083,-118.2218267290045,6.0,37.0,1983.192724023036,0,0.2883956317442608,0.0913907098311757,QUERCUS : Pardee-Vincent No1 230kV Line,SCE 66kV,0.07127867770020191,914,59,375
FOUR CREEKS ENERGY STORAGE,2058,4/2/2021,ACTIVE,C14,Storage,,,Battery,,,261.0,,,250.0,,,,Full Capacity,,,,tulare,CA,SCE,Northern,Rector Substation 230 kV,6/1/2025,6/1/2025,,,Complete,,,,Rector,Rector,36.30430556,-119.2445694,6.0,107.0,1781.9905098800075,1,0.0274730480762611,0.0282649000566181,FOUR CREEKS ENERGY STORAGE : Rector Substation 230 kV,SCE 66kV,0.0009633529949044505,292,64,105
J90 ENERGY STORAGE,2059,4/2/2021,ACTIVE,C14,Storage,,,Battery,,,261.0,,,250.0,,,,Full Capacity,,,,los angeles,CA,SCE,Northern,Antelope Substation 230 kV,6/1/2025,6/1/2025,,,Complete,,,,Antelope,Antelope,35.6579012,-119.9964345,6.0,37.0,2976.4453712494123,0,0.0179642428096938,,J90 ENERGY STORAGE : Antelope Substation 230 kV,SCE 500kV,56.77829369624932,1712,67,565
SAGEBRUSH ENERGY STORAGE,2060,4/5/2021,ACTIVE,C14,Storage,,,Battery,,,528.0,,,500.0,,,,Full Capacity,,,,kern,CA,SCE,Northern,Vincent Substation 230 kV,7/1/2025,7/1/2025,,,Complete,,,,Vincent,Vincent,34.48596597,-118.1184808,6.0,29.0,2194.9653241013484,1,0.036561270718278,0.023316840873773,SAGEBRUSH ENERGY STORAGE : Vincent Substation 230 kV,TEHACHAPI RENEWABLE TRANSMISSION PROJECT,3.3413968528936607e-06,0,69,0
JUNIPER STORAGE,2061,4/5/2021,ACTIVE,C14,Photovoltaic,Storage,,Solar,Battery,,153.5,153.5,,150.0,,,,Full Capacity,,Off-Peak Deliverability,,los angeles,CA,SCE,Northern,Vincent - Pearblossom 230 kV line,6/30/2024,11/9/2030,,,Complete,,,,,,34.07934431786293,-118.24608721200204,6.0,37.0,1855.656717596308,0,0.2494221680963408,0.0749580605470477,JUNIPER STORAGE : Vincent - Pearblossom 230 kV line,SCE 66kV,1.5649035989486533,914,59,375
DORIAN STORAGE,2062,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,213.5926,,,200.0,,,,Full Capacity,,Off-Peak Deliverability,,los angeles,CA,SCE,Northern,Antelope Substation 230 kV,10/1/2025,10/1/2025,,,Complete,,,,Antelope,Antelope,35.6579012,-119.9964345,6.0,37.0,2087.433990749779,1,0.0179642428096938,,DORIAN STORAGE : Antelope Substation 230 kV,SCE 500kV,56.77829369624932,1712,67,565
ELION ENERGY STORAGE,2064,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,302.4,,,300.0,,,,Full Capacity,,,,los angeles,CA,SCE,Northern,Antelope ValleySubstation 230 kV,8/1/2024,8/1/2024,,,Complete,,,,Antelope,Antelope,35.6579012,-119.9964345,6.0,37.0,2018.1189709848877,1,0.0179642428096938,,ELION ENERGY STORAGE : Antelope ValleySubstation 230 kV,SCE 500kV,56.77829369624932,1712,67,565
DRIFTER ENERGY STORAGE,2066,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,504.8,,,500.0,,,,Full Capacity,,,,ventura,CA,SCE,Northern,Moorpark Substation 230 kV,8/1/2024,8/1/2024,,,Complete,,,,Moorpark,Moorpark,34.28092761,-118.9030066,6.0,111.0,2422.9193210435374,0,0.1067043514780305,0.0291888204210927,DRIFTER ENERGY STORAGE : Moorpark Substation 230 kV,SCE 66kV,0.0009753345746091282,1037,36,664
BOBOR STORAGE,2068,4/7/2021,ACTIVE,C14,Storage,,,Battery,,,152.1,,,150.0,,,,Full Capacity,,,,tulare,CA,SCE,Northern,Rector Substation 230 kV,12/15/2025,12/15/2025,,,Complete,,,,Rector,Rector,36.30430556,-119.2445694,6.0,107.0,1871.2570104956776,0,0.0274730480762611,0.0282649000566181,BOBOR STORAGE : Rector Substation 230 kV,SCE 66kV,0.0009633529949044505,292,64,105
FAIRMONT SOLAR I,2075,4/8/2021,ACTIVE,C14,Storage,Photovoltaic,,Battery,Solar,,12.0,37.8,,20.0,,,,Full Capacity,,Off-Peak Deliverability,,los angeles,CA,SCE,Northern,Antelope-Neenach 66kV line,12/15/2023,12/15/2023,,,Complete,,,,,,34.066580401072095,-118.24659786242744,6.0,37.0,2168.480049680111,0,0.3801148490906744,0.0771723348516835,FAIRMONT SOLAR I : Antelope-Neenach 66kV line,SCE 66kV,1.228887159918194,3186,32,2166
SOLEIL CANTIL,2078,4/9/2021,ACTIVE,C14,Photovoltaic,Storage,,Solar,Battery,,372.3,225.0,,350.0,,,,Full Capacity,,Off-Peak Deliverability,,kern,CA,SCE,Northern,Windhub Substation 500kV,6/1/2024,6/1/2024,,,Complete,,,,Windhub,Windhub,35.03484956,-118.2806898,6.0,29.0,1909.6601131382156,1,1.0502584294611754,0.0157319769305161,SOLEIL CANTIL : Windhub Substation 500kV,SCE 500kV,0.10357645386999763,11916,87,1549
RANGELAND SOLAR,2080,4/12/2021,ACTIVE,C14,Photovoltaic,Storage,,Solar,Battery,,113.832,102.672,,210.0,,,,Full Capacity,,Off-Peak Deliverability,,los angeles,CA,SCE,Northern,Antelope- Magunden #2 230 kV line,10/30/2024,3/1/2026,,,Complete,,,,,,34.07745300940506,-118.22540682315427,6.0,37.0,1774.740689807403,0,0.2530742041262355,0.0870115487498593,RANGELAND SOLAR : Antelope- Magunden #2 230 kV line,LADWP 230kV,0.01268397992737089,28446,81,5405
MINERAL KING SOLAR,2081,4/9/2021,ACTIVE,C14,Photovoltaic,Storage,,Solar,Battery,,215.4124,214.0983,,200.0,,,,Full Capacity,,Off-Peak Deliverability,,tulare,CA,SCE,Northern,Rector Substation 220 kV,12/31/2026,12/31/2026,,,Complete,,,,Rector,Rector,36.30430556,-119.2445694,6.0,107.0,1967.043870600616,1,0.0274730480762611,0.0282649000566181,MINERAL KING SOLAR : Rector Substation 220 kV,SCE 66kV,0.0009633529949044505,292,64,105
ANODE,2082,4/12/2021,ACTIVE,C14,Storage,,,Battery,,,300.0,,,300.0,,,,Full Capacity,,,,los angeles,CA,SCE,Northern,ANTELOPE Substation 220 kV,6/1/2024,6/1/2024,,,Complete,,,,ANTELOPE,Antelope,35.6579012,-119.9964345,6.0,37.0,2727.2263905938494,1,0.0179642428096938,,ANODE : ANTELOPE Substation 220 kV,SCE 500kV,56.77829369624932,1712,67,565
SOLSKEN,2085,4/9/2021,ACTIVE,C14,Storage,Photovoltaic,,Battery,Solar,,345.0,464.42,,460.0,,,,Full Capacity,,Off-Peak Deliverability,,tulare,CA,SCE,Northern,Springville Substation 230 kV,4/15/2024,4/15/2024,,,Complete,,,,Springville,Springville,36.10795759,-118.9380583,6.0,107.0,1438.2130877182833,0,0.0238080652971448,0.0147665322819432,SOLSKEN : Springville Substation 230 kV,SCE 66kV,0.0016193136973607493,421,58,177
GREASEWOOD ENERGY STORAGE,2089,4/14/2021,ACTIVE,C14,Storage,,,Battery,,,513.2,,,500.0,,,,Full Capacity,,,,kern,CA,SCE,Northern,Whirlwind Substation 500 kV,6/1/2025,10/10/2030,,,Complete,,,,Whirlwind,Whirlwind,34.85927794,-118.4352172,6.0,29.0,2171.511115829689,0,0.0453243202783785,0.0205694842514983,GREASEWOOD ENERGY STORAGE : Whirlwind Substation 500 kV,TEHACHAPI RENEWABLE TRANSMISSION PROJECT,0.007989090432295719,0,56,0
GWENT STORAGE 2,2090,4/14/2021,ACTIVE,C14,Storage,,,Battery,,,473.0,,,465.0,,,,Full Capacity,,,,ventura,CA,SCE,Northern,Moorpark Substation 230 kV,12/15/2023,12/15/2023,,,Complete,,,,Moorpark,Moorpark,34.28092761,-118.9030066,6.0,111.0,642.4460365867369,0,0.1067043514780305,0.0291888204210927,GWENT STORAGE 2 : Moorpark Substation 230 kV,SCE 66kV,0.0009753345746091282,1037,36,664
MAATHAI,2091,4/14/2021,ACTIVE,C14,Storage,,,Battery,,,256.0,,,250.0,,,,Full Capacity,,,,los angeles,CA,SCE,Northern,Vincent Substation 230 kV,12/15/2023,12/15/2023,,,Complete,,,,Vincent,Vincent,34.48596597,-118.1184808,6.0,37.0,886.879169084485,0,0.036561270718278,0.023316840873773,MAATHAI : Vincent Substation 230 kV,TEHACHAPI RENEWABLE TRANSMISSION PROJECT,3.3413968528936607e-06,0,69,0
ROSA STORAGE,2092,4/14/2021,ACTIVE,C14,Storage,,,Battery,,,511.725,,,500.0,,,,Full Capacity,,,,ventura,CA,SCE,Northern,Moorpark Substation 230 kV,6/1/2025,6/1/2026,,,Complete,,,,Moorpark,Moorpark,34.28092761,-118.9030066,6.0,111.0,2493.018441584957,1,0.1067043514780305,0.0291888204210927,ROSA STORAGE : Moorpark Substation 230 kV,SCE 66kV,0.0009753345746091282,1037,36,664
HIDALGO ENERGY STORAGE,2096,4/2/2021,ACTIVE,C14,Storage,,,Battery,,,408.12,,,400.0,,,,Full Capacity,,,,san bernardino,CA,SCE,NOL,Kramer-Lugo #1 220 kV,6/1/2024,10/1/2027,,,Complete,,,,,,34.17578761638008,-117.3834817971048,6.0,71.0,855.2611633777366,0,0.1826860395402574,0.06219678636657,HIDALGO ENERGY STORAGE : Kramer-Lugo #1 220 kV,SCE 115kV,1.2117493141590243,585,42,339
SIENNA SOLAR 2,2097,4/2/2021,ACTIVE,C14,Photovoltaic,Storage,,Solar,Battery,,56.0,56.0,,55.0,,,,Full Capacity,,Off-Peak Deliverability,,san bernardino,CA,SCE,NOL,Calcite Substation 230 kV,12/1/2025,3/1/2028,,,Complete,,,,Calcite,,34.19221773195081,-117.36526018448198,6.0,71.0,2002.795251679692,1,0.1258371694468441,0.0584631459165146,SIENNA SOLAR 2 : Calcite Substation 230 kV,SCE 115kV,1.053457609447962,585,42,339
CUERNO GRANDE WIND,2098,4/9/2021,ACTIVE,C14,Wind Turbine,,,Wind Turbine,,,150.0,,,150.0,,,,Full Capacity,,Off-Peak Deliverability,,san bernardino,CA,SCE,NOL,Lugo-Pisgah  230 kV,10/1/2025,10/1/2025,,,Complete,,,,,,34.16913700197876,-117.34201862584892,6.0,71.0,2706.880478165508,0,0.1191929228446861,0.0726170862236998,CUERNO GRANDE WIND : Lugo-Pisgah  230 kV,SCE 115kV,0.9665958949942348,18306,40,10984
WESTON STORAGE,2101,4/8/2021,ACTIVE,C14,Storage,,,Battery,,,213.5957,,,200.0,,,,Full Capacity,,Off-Peak Deliverability,,san bernardino,CA,SCE,NOL,Kramer Substation 230 kV,10/1/2025,10/1/2025,,,Complete,,,,Kramer,Kramer,34.98947998,-117.542396,6.0,71.0,420.4066940455024,0,0.4413035809044927,0.017957980691558,WESTON STORAGE : Kramer Substation 230 kV,SCE 115kV,0.0014802829550712457,4686,97,141
CADY SOLAR,2103,4/9/2021,ACTIVE,C14,Photovoltaic,Storage,,Solar,Battery,,312.96,312.96,,300.0,,,,Full Capacity,,Off-Peak Deliverability,,san bernardino,CA,SCE,NOL,Pisgah Substation 230 kV,11/30/2025,10/10/2030,,,Complete,,,,Pisgah,Pisgah,34.78158159,-116.3847321,6.0,71.0,1975.2195322249167,0,0.0242705236471697,0.0228292551052532,CADY SOLAR : Pisgah Substation 230 kV,SCE 220kV,0.01871085839584274,1147,60,459
DOS PALMAS,2104,4/9/2021,ACTIVE,C14,Storage,,,Battery,,,410.76,,,400.0,,,,Full Capacity,,,,san bernardino,CA,SCE,NOL,Victor Substation 230 kV,11/30/2025,10/10/2030,,,Complete,,,,Victor,Victor,34.5049404,-117.3883869,6.0,71.0,1998.6549205842696,0,0.0834193431838256,,DOS PALMAS : Victor Substation 230 kV,SCE 115kV,0.0019528293838169469,3939,56,1733
CONDUIT ENERGY STORAGE,2105,4/14/2021,ACTIVE,C14,Storage,,,Battery,,,512.58,,,500.0,,,,Full Capacity,,,,san bernardino,CA,SCE,NOL,Lugo Substation 500 kV,6/1/2025,10/10/2030,,,Complete,,,,Lugo,Lugo,34.36662839,-117.3686305,6.0,71.0,1073.1324800782074,0,0.0392206381567428,,CONDUIT ENERGY STORAGE : Lugo Substation 500 kV,SCE 220kV,0.08000954861144981,335584,76,80540
ADAGIO,2109,4/1/2021,ACTIVE,C14,Storage,,,Battery,,,405.663412,,,400.0,,,,Full Capacity,,,,los angeles,CA,SCE,Metro,Hinson Substation 230 kV,6/30/2024,10/11/2030,,,Complete,,,,Hinson,Hinson,33.81926898,-118.222539,6.0,37.0,1162.93092120747,0,0.3470165018305227,0.0533895108866297,ADAGIO : Hinson Substation 230 kV,SCE 66kV,0.00044074133463617004,2721,49,1388
