Project Name,Queue Position,Interconnection Request Receive Date,Application Status,Study Process,Type-1,Type-2,Type-3,Fuel-1,Fuel-2,Fuel-3,MW-1,MW-2,MW-3,Net MWs to Grid,MWh-1,MWh-2,MWh-3,"Full Capacity, Partial or Energy Only (FC/P/EO)",TPD Allocation Percentage,Off-Peak Deliverability and Economic Only,TPD Allocation Group,County,State,Utility,PTO Study Region,Station or Transmission Line,Proposed On-line Date (as filed with IR),Current On-line Date,Suspension Status,Feasibility Study or Supplemental Review,System Impact Study or Phase I Cluster Study,Facilities Study (FAS) or Phase II Cluster Study,Optional Study (OS),Interconnection Agreement Status,clean substation name,Best GIS Substation Match,GIS Lat,GIS Long,STATEFP,COUNTYFP,Transmission Capacity,Permit Status,Retired Plant Inverse Distance,Future Transmission Inverse Distance
TYRELL ENERGY STORAGE,2125,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,302.4,,,300.0,,,,Full Capacity,,,,orange,CA,SCE,Metro,Viejo Substation 230kV,8/1/2024,8/1/2024,,NA,Complete,,NA,,Viejo,Viejo,36.57837138,-121.9084179,6,59,2670.045480643159,1,0.036678942737927746,0.03893820652135794
OTROS ALAMITOS ENERGY STORAGE,2127,4/8/2021,ACTIVE,C14,Storage,,,Battery,,,241.5,,,236.0,,,,Full Capacity,,,,los angeles,CA,SCE,Metro,Alamitos 220 kV,10/30/2025,6/1/2028,,NA,Complete,,NA,,,,34.06130087892998,-118.25000304876284,6,37,820.0611934041447,0,0.455421572123672,0.07615976777229348
LOS NIETOS,2129,4/8/2021,ACTIVE,C14,Storage,,,Battery,,,102.26,,,100.0,,,,Full Capacity,,,,orange,CA,SCE,Metro,Johanna Substation 230 kV,11/1/2024,10/1/2027,,NA,Complete,,NA,,Johanna,Johanna,33.71346111,-117.8526639,6,59,247.62840679483978,1,0.08687734252990516,0.2741665014257142
MERLIN STORAGE,2131,4/9/2021,ACTIVE,C14,Storage,,,Battery,,,200,,,200.0,,,,Full Capacity,,,,los angeles,CA,SCE,Metro,Hinson Substation 220 kV,6/1/2023,9/15/2026,,NA,Complete,,NA,,Hinson,Hinson,33.81926898,-118.222539,6,37,2719.7294876917726,0,0.34701650183052274,0.053389510886629785
LOPEZ BESS,2134,4/12/2021,ACTIVE,C14,Storage,,,Battery,,,171.738,,,162.9,,,,Full Capacity,,,,los angeles,CA,SCE,Metro,Sylmar-Gould line 230 kV,6/1/2024,12/1/2027,,NA,Complete,,NA,,,,34.06647082563945,-118.23765232599503,6,37,1765.0290066173498,0,0.3955186784490195,0.08224432073586459
HAVEN STORAGE,2136,4/9/2021,ACTIVE,C14,Storage,,,Battery,,,312.96,,,300.0,,,,Full Capacity,,,,los angeles,CA,SCE,Metro,Rio Hondo Substation 230 kV,11/30/2025,10/10/2030,,NA,Complete,,NA,,Rio Hondo,Rio Hondo,34.10513457,-117.9807996,6,37,591.4414599163713,1,0.10086326018712911,0.0707801082947341
MT BALDY ENERGY STORAGE,2137,4/14/2021,ACTIVE,C14,Storage,,,Battery,,,512.58,,,500.0,,,,Full Capacity,,,,san bernardino,CA,SCE,Metro,Mira Loma Substation 230 kV,6/1/2025,3/21/2032,,NA,Complete,,NA,,Mira Loma,Mira Loma,34.00817989,-117.5643636,6,71,2738.9510311051295,1,0.3133257286239805,
SEPARATOR,2138,4/12/2021,ACTIVE,C14,Storage,,,Battery,,,300,,,300.0,,,,Full Capacity,,,,orange,CA,SCE,Metro,SERRANO Substation 220 kV,6/1/2024,6/1/2024,,NA,Complete,,NA,,SERRANO,Serrano,33.8288648,-117.7896948,6,59,1098.2025276187353,1,0.14896717050111766,
COMMERCE ENERGY STORAGE 3,2139,4/15/2021,ACTIVE,C14,Storage,,,Battery,,,256.29,,,250.0,,,,Full Capacity,,,,l.a,CA,SCE,Metro,Laguna Bell Substation 230 kV,6/1/2025,8/10/2030,,NA,Complete,,NA,,Laguna Bell,Laguna Bell,33.97589882,-118.1478739,,,2589.3349263247583,0,0.6517405464328739,
SUNBAKED SOLAR,2149,4/9/2021,ACTIVE,C14,Storage,Photovoltaic,,Battery,Solar,,515.08,508.56,,500.0,,,,Full Capacity,,Off-Peak Deliverability,,inyo,CA,GLW,,Trout Canyon Substation 230 kV,11/30/2025,11/30/2025,,NA,Complete,,NA,,Trout Canyon,,37.1688563904579,-118.27006099622898,6,27,2094.4862259564015,1,0.00631329418481259,0.00856930145345515
FRIGATEBIRD STORAGE,2153,3/23/2021,ACTIVE,C14,Storage,,,Battery,,,213.5487,,,200.0,,,,Full Capacity,,,,san diego,CA,SDGE,,Silvergate Substation 230 kV,6/30/2023,3/1/2026,,NA,Complete,,NA,,Silvergate,Silvergate,32.69488244,-117.1432682,6,73,2786.2180546901136,1,0.3845336248175301,
GNARLY OSAGE,2157,4/1/2021,ACTIVE,C14,Storage,,,Battery,,,304.39992,,,300.0,,,,Full Capacity,,,,san diego,CA,SDGE,,Encina Substation 138 kV,6/30/2024,4/12/2026,,NA,Complete,,NA,,Encina,Encina,33.136966,-117.335517,6,73,1138.7490139353251,1,3.5162368202779826,0.07746948565743206
TOWER 1 ENERGY STORAGE,2165,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,105,,,100.0,,,,Full Capacity,,,,san diego,CA,SDGE,,Ocean Ranch Substation 69 kV,6/1/2025,3/11/2027,,NA,Complete,,NA,,Ocean Ranch,,32.89995040685315,-117.09762174031424,6,73,411.77785300800997,0,0.14426431914936944,0.0431066640945633
UMBRIEL,2166,4/8/2021,ACTIVE,C14,Storage,Photovoltaic,,Battery,Solar,,1182.38,1182.38,,1150.0,,,,Full Capacity,,Off-Peak Deliverability,,imperial,CA,SDGE,,North Gila - Imperial Valley 500 kV Line,12/31/2026,12/31/2026,,NA,Complete,,NA,,,,32.837688524525284,-115.56373394070903,6,25,1938.2631327105428,1,0.11396517037170201,0.48697678416147017
HAMMERHEAD STORAGE,2167,4/8/2021,ACTIVE,C14,Storage,,,Battery,,,71.3,,,70.0,,,,Full Capacity,,,,san diego,CA,SDGE,,Scripps Substation 69 kV,12/15/2024,4/11/2027,,NA,Complete,,NA,,Scripps,Scripps,32.91098058,-117.1125945,6,73,285.28893257679823,1,0.1580527372432485,0.04184133218409162
LAGO DOMINGO STORAGE,2173,4/8/2021,ACTIVE,C14,Storage,,,Battery,,,206.31,,,200.0,,,,Full Capacity,,,,san diego,CA,SDGE,,Boulevard East Substation 138 kV,10/30/2025,10/30/2025,,NA,Complete,,NA,,Boulevard East,,32.88377032491056,-117.10587273951046,6,73,778.4536368675376,1,0.1753227632943887,0.046965308593345696
YUHA DESERT BATTERY STORAGE,2176,4/2/2021,ACTIVE,C14,Storage,,,Battery,,,633.1,,,600.0,,,,Full Capacity,,,,imperial,CA,SDGE,,Imperial Valley Substation 230 kV,12/31/2024,4/11/2030,,NA,Complete,,NA,,Imperial Valley,Imperial Valley,32.85615594,-115.5637445,6,25,2949.94997475735,0,0.13998865999372342,
BOULDER BRUSH HYBRID,2177,4/13/2021,ACTIVE,C14,Wind Turbine,Storage,,Wind Turbine,Battery,,105.8,313.91928,,400.0,,,,Full Capacity,,Off-Peak Deliverability,,san diego,CA,SDGE,,Suncrest - Ocotillo 500 kV Line,6/1/2025,12/11/2025,,NA,Complete,,NA,,,,32.87033414120684,-117.09707474992865,6,73,791.4851623941272,0,0.18867164689920823,0.0500460685205159
BELL BLUFF STORAGE,2178,4/9/2021,ACTIVE,C14,Storage,,,Battery,,,312.96,,,300.0,,,,Full Capacity,,,,san diego,CA,SDGE,,Suncrest Substation 230 kV,11/30/2025,10/11/2034,,NA,Complete,,NA,,Suncrest,Suncrest,32.8091043,-116.6828788,6,73,1262.731068238383,1,0.03692972829752816,0.031632776227291874
CARGO STORAGE,2180,4/9/2021,ACTIVE,C14,Storage,,,Battery,,,312.96,,,300.0,,,,Full Capacity,,,,san diego,CA,SDGE,,Otay Mesa Switchyard 230 kV,3/31/2025,10/11/2034,,NA,Complete,,NA,,,,32.901886149176,-117.0945695327785,6,73,2895.8754353592944,1,0.13740781834844237,0.0426193180699881
PINSCHER ENERGY STORAGE,2181,4/14/2021,ACTIVE,C14,Storage,,,Battery,,,150.521,,,149.91,,,,Full Capacity,,,,san diego,CA,SDGE,,Carrizo Gorge Switchyard 138 kV,6/1/2024,3/11/2027,,NA,Complete,,NA,,,,32.89823779266161,-117.10068842519858,6,73,1443.3875488882961,1,0.15163217146236807,0.04355458051079492
TAYLOR STORAGE,2182,4/9/2021,ACTIVE,C14,Storage,,,Battery,,,101.9,,,100.0,,,,Full Capacity,,,,san diego,CA,SDGE,,Chicarita Substation 138 kV,11/1/2025,11/1/2025,,NA,Complete,,NA,,Chicarita,Chicarita,32.95836111,-117.1088083,6,73,1492.5756151796875,0,0.24550420661760816,0.05364003907482728
AMBERJACK ENERGY STORAGE,2184,4/14/2021,ACTIVE,C14,Storage,,,Battery,,,100.6499,,,100.0,,,,Full Capacity,,,,san diego,CA,SDGE,,Loveland - Alpine 69 kV Line,11/30/2024,9/11/2033,,NA,Complete,,NA,,,,32.873023401734464,-117.12625810575801,6,73,2562.692802464629,0,0.2661928693660864,0.0503217492723215
GATEWAY ENERGY STORAGE 2,2185,4/15/2021,ACTIVE,C14,Storage,,,Battery,,,256.29,,,250.0,,,,Full Capacity,,,,san diego,CA,SDGE,,Otay Mesa Switchyard 230 kV,6/1/2024,9/11/2034,,NA,Complete,,NA,,,,32.90490840641679,-117.10951708811838,6,73,1421.6794341538814,0,0.16170718288751304,0.04243410232378338
SANDBAR ENERGY STORAGE,2186,4/15/2021,ACTIVE,C14,Storage,,,Battery,,,256,,,250.0,,,,Full Capacity,,,,san diego,CA,SDGE,,San Luis Rey Substation 230 kV,6/1/2025,9/11/2027,,NA,Complete,,NA,,San Luis Rey,San Luis Rey,33.21147471,-117.3345491,6,73,286.8553595129216,0,0.12189279967748978,0.10942846131659224
EOLICA DE RUMOROSA,2187,4/13/2021,ACTIVE,C14,Wind Turbine,,,Wind Turbine,,,940.8,,,900.0,,,,Full Capacity,,Off-Peak Deliverability,,tecate baja california mexico,CA,SDGE,,East County Substation 500 kV,3/31/2028,12/11/2034,,NA,Complete,,NA,,East County,East County,32.62731711,-116.1241286,,,2154.454779628118,0,0.015399993511434474,0.01716386698291844
GERANIUM ENERGY STORAGE,2188,4/15/2021,ACTIVE,C14,Storage,,,Battery,,,51.4,,,50.0,,,,Full Capacity,,,,san diego,CA,SDGE,,Miguel Substation 69 kV,12/31/2023,9/11/2034,,NA,Complete,,NA,,Miguel,Miguel,32.67829633,-116.9829866,6,73,787.1340844788942,1,0.11703761592664373,
PAJARO VALLEY STORAGE,2192,4/13/2021,ACTIVE,C14,Storage,,,Battery,,,102.04,,,100.0,,,,Full Capacity,,,,san diego,CA,SDGE,,Salt Creek Substation 69 kV,9/1/2024,4/11/2027,,NA,Complete,,NA,,Salt Creek,,32.87907921714777,-117.1290962131113,6,73,1927.8491024187933,0,0.2867007138960548,0.048722077798357626
TOWNSHIP EXPANSION,2195,7/7/2022,ACTIVE,ISP,Gas Turbine,Storage,,Battery,,,11.3,11.3,,11.0,,,,Full Capacity,,Off-Peak Deliverability,,sutter,CA,PGAE,Northern,Greenleaf #1 115 kV Tap,6/1/2024,6/1/2024,,NA,,,NA,,,,39.13769440882021,-121.62691364887968,6,101,220.2540487990808,0,0.09057509737745598,0.1572416140428935
MALAGA BESS,2196,9/10/2022,ACTIVE,ISP,Storage,,,Battery,,,46.28,,,44.0,,,,Full Capacity,,Off-Peak Deliverability,,fresno,CA,PGAE,Fresno,Malaga 115 kV,11/6/2024,11/6/2024,,NA,,,NA,,,,36.75431595524046,-119.76016041554662,6,19,1491.3044951582142,0,0.018244368278277422,0.05688456043420081
TUNGSTEN BESS,2199,1/31/2023,ACTIVE,ISP,Storage,,,Battery,,,126,,,120.0,,,,Full Capacity,,Off-Peak Deliverability,,san bernardino,CA,SCE,NOL,Victor Substation 230 kV,5/1/2026,5/1/2026,,NA,,,NA,,Victor,Victor,34.5049404,-117.3883869,6,71,2077.0964327803704,0,0.08341934318382561,
SANBORN HYBRID 4,1790,4/10/2020,ACTIVE,C13,Storage,Photovoltaic,,Battery,Solar,,54.59142,54.59142,,100.0,,,,Energy Only,,Off-Peak Deliverability,Group B,kern,CA,SCE,Northern,Windhub Substation 230kV,12/15/2022,2/15/2026,,NA,Complete,Complete,NA,,Windhub,Windhub,35.03484956,-118.2806898,6,29,774.8957530736784,1,1.0502584294611754,0.01573197693051613
SANBORN 5 HYBRID,1791,4/10/2020,ACTIVE,C13,Storage,,,Battery,,,574.8854,,,550.0,,,,Energy Only,,,Group D,kern,CA,SCE,Northern,Windhub Substation 230kV,12/15/2024,5/1/2027,,NA,Complete,Complete,NA,Executed,Windhub,Windhub,35.03484956,-118.2806898,6,29,2741.4766683436565,1,1.0502584294611754,0.01573197693051613
SEQUOIA,1792,4/3/2020,ACTIVE,C13,Storage,Photovoltaic,,Battery,Solar,,102.963,206.13,,200.0,,,,Full Capacity,,Off-Peak Deliverability,Group D,tulare,CA,SCE,Northern,Vestal Substation 230 kV,10/31/2023,6/13/2026,,NA,Complete,Complete,NA,,Vestal,Vestal,35.8417435,-119.085048,6,107,2800.072281003376,1,0.08655669349842846,0.02265335355160122
CALVADA SPRINGS SOLAR,1798,4/8/2020,ACTIVE,C13,Photovoltaic,Storage,,Solar,Battery,,250,250,,250.0,,,,Full Capacity,,Off-Peak Deliverability,Group D,inyo,CA,GLW,,Trout Canyon Substation 230 kV,12/16/2022,6/1/2026,,NA,Complete,Complete,NA,,Trout Canyon,,37.16602342646666,-118.29107203307674,6,27,494.6019096826528,1,0.006379616547925546,0.008699069184685902
CAPTIVA ENERGY STORAGE,1806,4/14/2020,ACTIVE,C13,Storage,,,Battery,,,256.875,,,250.0,,,,Full Capacity,,,Group 3,orange,CA,SDGE,,Trabuco - Capistrano 138 kV Line,6/1/2024,7/2/2025,,NA,Complete,Complete,NA,Executed,,,33.715790126693086,-117.87758856893024,6,59,2568.179423872294,1,0.07987351599751746,0.18117189308966047
DROP ZONE STORAGE,1810,4/15/2020,ACTIVE,C13,Storage,,,Battery,,,312.96,,,300.01,,,,Energy Only,,,Group B,san diego,CA,SDGE,,Otay Mesa Switchyard 230 kV,11/30/2024,6/25/2027,,NA,Complete,Complete,NA,Executed,,,32.877791375101495,-117.09042689435948,6,73,312.55729680664007,1,0.15786476264548235,0.047778691637421496
HEDIONDA ENERGY STORAGE,1814,4/1/2020,ACTIVE,C13,Storage,,,Battery,,,160,,,160.0,,,,Energy Only,,,Other,san diego,CA,SDGE,,Encina Substation 138 kV,3/31/2023,2/8/2024,,NA,Complete,Complete,NA,,Encina,Encina,33.136966,-117.335517,6,73,2739.0421495865835,1,3.5162368202779826,0.07746948565743206
HINTON ENERGY STORAGE,1815,3/31/2020,ACTIVE,C13,Storage,,,Battery,,,103.275,,,100.0,,,,Energy Only,,,Group D,san diego,CA,SDGE,,Creelman Substation 69 kV,6/1/2023,12/8/2024,,NA,Complete,Complete,NA,,Creelman,Creelman,33.01815277,-116.8529417,6,73,2064.50108696755,1,0.046664525888709875,0.03657451506645726
SCAFELL STORAGE,1820,4/12/2020,ACTIVE,C13,Storage,,,Battery,,,52,,,50.0,,,,Energy Only,,,Group B,san diego,CA,SDGE,,Creelman Substation 69 kV,11/15/2022,10/8/2024,,NA,Complete,Complete,NA,,Creelman,Creelman,33.01815277,-116.8529417,6,73,1750.6348584123039,1,0.046664525888709875,0.03657451506645726
SEGURO STORAGE,1821,4/15/2020,ACTIVE,C13,Storage,,,Battery,,,407,,,400.0,,,,Energy Only,,,Group D,san diego,CA,SDGE,,Escondido Substation 230 kV,10/30/2025,10/30/2025,,NA,Complete,Complete,NA,,Escondido,Escondido,33.12588885,-117.1167032,6,73,2477.8517694073457,1,0.2546757340882315,
"WELLHEAD POWER PANOCHE, LLC",1828,12/24/2019,ACTIVE,FT,Storage,,,Battery,,,5,,,5.0,,,,Energy Only,,,,fresno,CA,PGAE,Northern,Panoche 115 kV,4/1/2021,4/1/2021,,,NA,NA,NA,,,,36.73746095562381,-119.78759926656865,6,19,592.4004585266114,0,0.018696230426565923,0.05915584947026313
MIDLAND ES,1831,12/8/2020,ACTIVE,C14,Storage,,,Battery,,,405.4,,,400.0,,,,Full Capacity,,,,san luis obispo,CA,PGAE,Northern,Morro Bay 230 kV,11/1/2024,11/1/2024,,NA,Complete,,NA,,,,35.32455776134094,-120.67633285424034,6,79,959.0709825582665,0,0.05810691967734482,0.013917281529012192
GOAL LINE RELIABILITY,1832,2/8/2021,ACTIVE,C14,Storage,,,Battery,,,51.375,,,50.0,,,,Full Capacity,,,,san diego,CA,SDGE,,Escondido Substation 69 kV,5/30/2023,4/1/2025,,NA,Complete,,NA,,Escondido,Escondido,33.12588885,-117.1167032,6,73,2619.1071342986065,0,0.2546757340882315,
CASCADE ENERGY STORAGE EXPANSION,1835,2/26/2021,ACTIVE,ISP,Storage,,,Battery,,,20.25,,,20.0,,,,Full Capacity,,,Group D,san joaquin,CA,PGAE,Northern,Weber 60 kV,12/1/2022,10/2/2024,,NA,Complete,Complete,NA,,,,37.92235768157726,-121.28763419965168,6,77,2422.5598643224967,0,0.3866109539025961,0.24017448637665437
BRIX ENERGY STORAGE,1836,3/22/2021,ACTIVE,ISP,Storage,,,Battery,,,213.55,,,200.0,,,,Energy Only,,,Group B,sonoma,CA,PGAE,Northern,Fulton 115 kV,6/1/2023,11/1/2025,,NA,Complete,Complete,NA,Executed,,,38.40957275413591,-122.6971364255158,6,97,2236.436093661511,0,0.14831963961056785,0.0492328419330397
TAMALPAIS ENERGY STORAGE,1837,4/3/2021,ACTIVE,C14,Storage,,,Battery,,,313.79321,,,300.0,,,,Full Capacity,,,,marin,CA,PGAE,Northern,Ignacio 115 kV,6/1/2025,12/1/2025,,NA,Complete,,NA,,,,38.004771922548,-122.52467558411404,6,41,2516.114793664601,0,0.034513587094599424,0.12280158502349839
BOREALIS ENERGY STORAGE,1838,4/2/2021,ACTIVE,C14,Storage,,,Battery,,,313.79321,,,300.0,,,,Full Capacity,,,,sonoma,CA,PGAE,Northern,Lakeville 115 kV,6/1/2025,6/1/2025,,NA,Complete,,NA,,,,38.42540546576786,-122.73936923931846,6,97,315.4916946590899,0,0.20876715194542933,0.04205116263751805
GENOA ENERGY STORAGE,1840,4/7/2021,ACTIVE,C14,Storage,,,Battery,,,252,,,250.0,,,,Full Capacity,,,,napa,CA,PGAE,Northern,Vaca-Lakeville #1 230 kV Line,8/1/2024,8/1/2024,,NA,Complete,,NA,,,,38.34043519334569,-122.33850318637455,6,55,588.2498587181651,0,0.15442967656259074,0.08334850140444411
TOLENAS,1842,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,417.3487,,,400.0,,,,Full Capacity,,,,solano,CA,PGAE,Northern,Lambie 230 kV,6/1/2026,8/15/2029,,NA,Complete,,NA,,,,38.246858836603074,-122.05715025564734,6,95,471.01818960370963,1,0.053888734924939896,0.05432230791898591
BRUSHY,1843,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,400,,,400.0,,,,Full Capacity,,,,solano,CA,PGAE,Northern,Lambie 230 kV,6/1/2026,8/15/2029,,NA,Complete,,NA,,,,38.230772613944346,-122.04926638614376,6,95,408.9682914515131,0,0.05092318672896929,0.05210273920946954
KANOA SOLAR,1844,4/7/2021,ACTIVE,C14,Storage,Photovoltaic,,Battery,Solar,,159.418,160.3789,,150.0,,,,Full Capacity,,Off-Peak Deliverability,,glenn,CA,PGAE,Northern,Logan Creek-Delevan 230 kV Line,10/1/2025,10/1/2025,,NA,Complete,,NA,,,,39.680927802114844,-122.16246378433189,6,21,1050.5055982483923,0,0.02047032103524255,0.09163189744239017
NORTH BAY ENERGY STORAGE 2,1845,4/9/2021,ACTIVE,C14,Storage,,,Battery,,,102.2112,,,100.0,,,,Full Capacity,,,,sonoma,CA,PGAE,Northern,Lakeville 60 kV,6/1/2023,4/1/2025,,NA,Complete,,NA,,,,38.4033536288917,-122.73464323668055,6,97,2048.816883820138,0,0.14078351520795948,0.04635985941238002
WILDHORSE ENERGY CENTER,1846,4/10/2021,ACTIVE,C14,Storage,,,Battery,,,121.55,,,120.0,,,,Full Capacity,,Off-Peak Deliverability,,sonoma,CA,PGAE,Northern,Fulton 230 kV,4/1/2025,4/1/2026,,NA,Complete,,NA,,,,38.40299028281137,-122.72716805030372,6,97,631.3926662313679,1,0.14118281112977893,0.047301826141724054
DRANEM ENERGY STORAGE,1847,4/12/2021,ACTIVE,C14,Storage,,,Battery,,,710.6,,,700.0,,,,Full Capacity,,,,solano,CA,PGAE,Northern,Vaca-Dixon 500 kV,6/30/2024,6/30/2024,,NA,Complete,,NA,,,,38.22353752399758,-122.06075321837476,6,95,1202.3303173727754,1,0.0528642446988192,0.05465356763954812
HIGH WINDS STORAGE,1850,4/9/2021,ACTIVE,C14,Storage,,,Battery,,,120.62,,,100.0,,,,Full Capacity,,,,solano,CA,PGAE,Northern,Birds Landing 230 kV,3/30/2024,11/30/2027,,NA,Complete,,NA,,,,38.25154615765899,-122.08435005204421,6,95,1468.3522593102423,0,0.06201152636136984,0.062352404714645523
BULL RUN,1852,4/6/2021,ACTIVE,C14,Storage,Photovoltaic,,Battery,Solar,,225,232.1,,225.0,,,,Full Capacity,,,,butte,CA,PGAE,Northern,Table Mountain 115 kV,12/31/2024,12/31/2024,,NA,Complete,,NA,,,,39.6771991478126,-121.72599336401989,6,7,605.137493868822,0,0.07457323252655887,0.026758515056238583
BULL RUN 2 ES,1853,4/12/2021,ACTIVE,C14,Storage,,,Battery,,,205.1,,,200.0,,,,Full Capacity,,,,butte,CA,PGAE,Northern,Table Mountain 115 kV,12/31/2024,12/31/2024,,NA,Complete,,NA,,,,39.67565049981705,-121.72589904459075,6,7,1274.9819609882395,0,0.07518284463200942,0.02671560167999206
CORBY 2,1854,4/9/2021,ACTIVE,C14,Storage,,,Battery,,,475.96,,,400.0,,,,Full Capacity,,,,solano,CA,PGAE,Northern,Vaca-Dixon 230 kV,11/30/2025,11/30/2025,,NA,Complete,,NA,,,,38.25417662409865,-122.04434471489316,6,95,952.2829447241824,0,0.051209093203724194,0.051181366694862215
ARGES BESS,1856,4/15/2021,ACTIVE,C14,Storage,,,Battery,,,102.15,,,100.0,,,,Full Capacity,,,,solano,CA,PGAE,Northern,Vaca-Dixon 115 kV,6/1/2024,6/1/2026,,NA,Complete,,NA,,,,38.24982543298211,-122.06774321899931,6,95,2582.86263825683,1,0.05686084001887142,0.05719405944810009
BLITZ ENERGY STORAGE,1857,4/15/2021,ACTIVE,C14,Storage,,,Battery,,,213.55,,,200.0,,,,Full Capacity,,,,sonoma,CA,PGAE,Northern,Fulton 115 kV,6/1/2023,11/1/2025,,NA,Complete,,NA,,,,38.39071108263245,-122.73430988153629,6,97,2298.676222940724,0,0.11772579849969848,0.048860855318022645
GRINDSTONE CREEK SOLAR,1858,4/15/2021,ACTIVE,C14,Photovoltaic,,,Solar,,,142.85,,,140.0,,,,Full Capacity,,Off-Peak Deliverability,,tehama,CA,PGAE,Northern,Cottonwood-Delevan #1 and #2 230 kV,8/31/2024,1/15/2027,,NA,Complete,,NA,,,,40.095584495304294,-122.1942369098758,6,103,2062.8074658907967,1,0.025977736795971075,0.09470183209954376
MAYACAMAS GEOTHERMAL,1859,4/15/2021,ACTIVE,C14,Steam Turbine,,,Geothermal,,,53,,,53.0,,,,Full Capacity,,,,sonoma,CA,PGAE,Northern,Geysers #3-Cloverdale 115 kV Line,2/1/2024,9/10/2027,,NA,Complete,,NA,,,,38.432831612523,-122.73024262622299,6,97,2236.150787192578,1,0.2628481690745094,0.04163238661681416
MEADOW RIDGE SOLAR AND BATTERY,1860,4/16/2021,ACTIVE,C14,Photovoltaic,Storage,,Solar,Battery,,93.5,19.992,,75.0,,,,Full Capacity,,Off-Peak Deliverability,,shasta,CA,PGAE,Northern,Pit 1-Cottonwood 230 kV Line,12/31/2024,10/1/2030,,NA,Complete,,NA,,,,40.57253141109139,-122.28496558749042,6,89,2356.9637081014193,1,0.08618260279276553,0.10219746438552749
VERBENA ENERGY STORAGE,1862,4/15/2021,ACTIVE,C14,Storage,,,Battery,,,50.5,,,49.2,,,,Full Capacity,,,,sutter,CA,PGAE,Northern,at Switch 125 outside Harter Sub,12/31/2023,6/1/2025,,NA,Complete,,NA,,,,39.13805268732509,-121.6585047608932,6,101,1983.8139706429556,1,0.10037420322887716,0.11280945604129522
STONY CREEK STORAGE,1863,4/15/2021,ACTIVE,C14,Storage,,,Battery,,,251.9,,,250.0,,,,Full Capacity,,Off-Peak Deliverability,,tehama,CA,PGAE,Northern,Cottonwood-Delevan #1 and #2 230 kV,8/31/2024,1/15/2027,,NA,Complete,,NA,,,,40.103605988463855,-122.23607413975878,6,103,1820.3145331124276,0,0.02689197253403943,0.11376473696353227
TOWNSHIP POWER BANK,1864,4/9/2021,ACTIVE,C14,Storage,,,Battery,,,50.5,,,49.0,,,,Full Capacity,,,,sutter,CA,PGAE,Northern,Greenleaf #1 115 kV Tap,4/1/2025,4/1/2025,,NA,Complete,,NA,,,,39.14363016145938,-121.64043893785463,6,101,2219.8105913840427,0,0.0901633328243215,0.1390701674807832
SEAHAWK STORAGE,1865,3/24/2021,ACTIVE,C14,Storage,,,Battery,,,203.699,,,200.0,,,,Full Capacity,,,,santa cruz,CA,PGAE,Northern,Green Valley 115 kV,6/1/2025,6/1/2025,,NA,Complete,,NA,,,,36.985966779691985,-121.91599173256314,6,87,209.4350479219084,1,0.06451404710585791,0.04243017110047663
TOKAY STORAGE,1866,3/24/2021,ACTIVE,C14,Storage,,,Battery,,,101.888,,,100.0,,,,Full Capacity,,,,santa clara,CA,PGAE,Northern,Santa Teresa 115 kV,6/1/2025,6/1/2025,,NA,Complete,,NA,,,,37.29340206495098,-121.93143711297883,6,85,2184.4743995259396,1,0.18771790992064857,0.1859162089051924
VELAS,1867,4/1/2021,ACTIVE,C14,Storage,,,Battery,,,462.57,,,450.0,,,,Full Capacity,,,,san joaquin,CA,PGAE,Northern,Schulte 115 kV,11/1/2024,10/1/2027,,NA,Complete,,NA,,,,37.946348626810845,-121.31064400567918,6,77,1193.7452679267265,0,0.6105909859773166,0.14622240039115628
STAGELINE ENERGY STORAGE,1871,4/1/2021,ACTIVE,C14,Storage,,,Battery,,,213.55,,,200.0,,,,Full Capacity,,,,butte,CA,PGAE,Northern,Palermo 115 kV,6/1/2024,6/1/2024,,NA,Complete,,NA,,,,39.68120620698895,-121.71651283057807,6,7,2032.9381798462405,1,0.07661229073202507,0.026304629319341893
ALLEGHENY ENERGY STORAGE,1872,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,353.2,,,325.0,,,,Full Capacity,,,,contra costa,CA,PGAE,Northern,Pittsburg 115 kV,8/1/2024,8/1/2024,,NA,Complete,,NA,,,,37.915977017680085,-122.00413717997876,6,13,844.4944727695342,0,0.12577039913706836,0.0609615587096967
BEOWULF ENERGY STORAGE,1873,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,95.8,,,95.0,,,,Full Capacity,,,,santa clara,CA,PGAE,Northern,Evergreen 115 kV,8/1/2024,8/1/2024,,NA,Complete,,NA,,,,37.334808375603586,-121.91201715493696,6,85,1554.6301086736105,1,0.5451487040718307,0.09793963599095871
COMMANDER ENERGY STORAGE,1874,4/7/2021,ACTIVE,C14,Storage,,,Battery,,,504,,,500.0,,,,Full Capacity,,,,contra costa,CA,PGAE,Northern,Pittsburg 230 kV,8/1/2024,8/1/2024,,NA,Complete,,NA,,,,37.9428632391188,-122.00407901757067,6,13,2675.6426168071075,1,0.1699119566498938,0.07114808662533639
